area_0,area_1,area_2,time,iter 
31,63,89,7,9
38,74,101,8,9
44,82,117,9,9
51,90,133,10,9
50,83,136,11,9
53,86,153,12,9
55,93,159,13,9
57,99,161,14,9
59,106,172,15,9
68,111,172,16,9
77,112,172,17,9
79,115,183,18,9
83,116,185,19,9
88,123,194,20,9
86,120,192,21,9
81,126,185,22,9
78,132,187,23,9
71,135,190,24,9
64,130,201,25,9
58,128,207,26,9
55,126,215,27,9
47,126,213,28,9
42,131,220,29,9
39,123,211,30,9
35,113,215,31,9
31,108,209,32,9
25,91,206,33,9
22,81,200,34,9
17,66,183,35,9
15,53,171,36,9
8,41,154,37,9
6,31,133,38,9
1,17,109,39,9
-3,9,93,40,9
-3,4,77,41,9
-3,2,67,42,9
-3,1,51,43,9
-3,-1,40,44,9
-3,-1,38,45,9
-3,-4,29,46,9
-3,-4,22,47,9
-3,-4,20,48,9
-3,-4,19,49,9
-3,-4,15,50,9
-3,-4,14,51,9
-3,-4,13,52,9
-3,-4,13,53,9
-3,-4,11,54,9
-3,-6,10,55,9
-3,-6,10,56,9
-3,-6,10,57,9
-3,-7,10,58,9
-3,-7,10,59,9
-3,-7,10,60,9
-3,-7,10,61,9
-3,-7,10,62,9
-3,-7,10,63,9
-3,-7,10,64,9
-3,-7,10,65,9
-3,-7,10,66,9
-3,-7,10,67,9
-3,-7,10,68,9
-3,-7,10,69,9
-3,-7,10,70,9
-3,-7,10,71,9
-3,-7,10,72,9
-3,-7,10,73,9
-3,-7,10,74,9
-3,-7,10,75,9
-3,-7,10,76,9
-3,-7,10,77,9
-3,-7,10,78,9
-3,-7,10,79,9
-3,-7,10,80,9
-3,-7,10,81,9
-3,-7,10,82,9
-3,-7,10,83,9
-3,-7,10,84,9
-3,-7,10,85,9
-3,-7,10,86,9
-3,-7,10,87,9
-3,-7,10,88,9
-3,-7,10,89,9
-3,-7,10,90,9
-3,-7,10,91,9
-3,-7,10,92,9
-3,-7,10,93,9
-3,-7,10,94,9
-3,-7,10,95,9
-3,-7,10,96,9
-3,-7,10,97,9
-3,-7,10,98,9
-3,-7,10,99,9
-3,-7,10,100,9
-3,-7,10,101,9
-3,-7,10,102,9
-3,-7,10,103,9
-3,-7,10,104,9
-3,-7,10,105,9
-3,-7,10,106,9
-3,-7,10,107,9
-3,-7,10,108,9
-3,-7,10,109,9
-3,-7,10,110,9
-3,-7,10,111,9
-3,-7,10,112,9
-3,-7,10,113,9
-3,-7,10,114,9
-3,-7,10,115,9
-3,-7,10,116,9
-3,-7,10,117,9
-3,-7,10,118,9
-3,-7,10,119,9
-3,-7,10,120,9
-3,-7,10,121,9
-3,-7,10,122,9
-3,-7,10,123,9
-3,-7,10,124,9
-3,-7,10,125,9
-3,-7,10,126,9
-3,-7,10,127,9
-3,-7,10,128,9
-3,-7,10,129,9
-3,-7,10,130,9
-3,-7,10,131,9
-3,-7,10,132,9
-3,-7,10,133,9
-3,-7,10,134,9
-3,-7,10,135,9
-3,-7,10,136,9
-3,-7,10,137,9
-3,-7,10,138,9
-3,-7,10,139,9
-3,-7,10,140,9
-3,-7,10,141,9
-3,-7,10,142,9
-3,-7,10,143,9
-3,-7,10,144,9
-3,-7,10,145,9
-3,-7,10,146,9
-3,-7,10,147,9
-3,-7,10,148,9
-3,-7,10,149,9
-3,-7,10,150,9
-3,-7,10,151,9
4,13,20,0,10
4,13,20,1,10
4,17,31,2,10
4,19,40,3,10
5,23,52,4,10
7,26,69,5,10
11,27,79,6,10
11,27,94,7,10
15,28,105,8,10
16,29,119,9,10
18,30,129,10,10
18,20,116,11,10
20,22,111,12,10
25,23,117,13,10
27,25,113,14,10
24,25,115,15,10
23,28,114,16,10
28,30,116,17,10
27,34,114,18,10
29,38,113,19,10
29,40,118,20,10
30,37,124,21,10
31,37,136,22,10
31,36,143,23,10
33,34,148,24,10
38,40,156,25,10
39,44,159,26,10
43,44,169,27,10
41,43,186,28,10
40,45,202,29,10
40,47,224,30,10
37,44,224,31,10
33,40,220,32,10
30,36,208,33,10
26,32,204,34,10
17,25,191,35,10
12,18,191,36,10
8,13,169,37,10
5,10,151,38,10
-1,3,133,39,10
-5,-5,106,40,10
-5,-7,104,41,10
-6,-9,98,42,10
-6,-9,97,43,10
-6,-10,91,44,10
-6,-12,85,45,10
-6,-14,79,46,10
-6,-14,74,47,10
-6,-14,69,48,10
-6,-15,64,49,10
-7,-15,61,50,10
-7,-15,54,51,10
-7,-15,50,52,10
-7,-17,44,53,10
-7,-17,41,54,10
-7,-17,39,55,10
-7,-17,36,56,10
-7,-17,36,57,10
-7,-17,34,58,10
-7,-17,33,59,10
-7,-15,32,60,10
-7,-15,32,61,10
-7,-15,30,62,10
-7,-15,29,63,10
-7,-15,30,64,10
-7,-15,29,65,10
-7,-15,28,66,10
-7,-16,27,67,10
-7,-16,27,68,10
-7,-16,27,69,10
-7,-18,27,70,10
-7,-18,26,71,10
-7,-18,26,72,10
-7,-18,26,73,10
-7,-18,25,74,10
-7,-18,25,75,10
-7,-18,25,76,10
-7,-18,25,77,10
-7,-18,25,78,10
-7,-18,25,79,10
-7,-18,25,80,10
-7,-18,25,81,10
-7,-18,25,82,10
-7,-18,25,83,10
-7,-18,25,84,10
-7,-18,25,85,10
-7,-18,25,86,10
-7,-18,25,87,10
-7,-18,25,88,10
-7,-18,25,89,10
-7,-18,25,90,10
-7,-18,25,91,10
-7,-18,25,92,10
-7,-18,25,93,10
-7,-18,25,94,10
-7,-18,25,95,10
-7,-18,25,96,10
-7,-18,25,97,10
-7,-18,25,98,10
-7,-18,25,99,10
-7,-18,25,100,10
-7,-18,25,101,10
-7,-18,25,102,10
-7,-18,25,103,10
-7,-18,25,104,10
-7,-18,25,105,10
-7,-18,25,106,10
-7,-18,25,107,10
-7,-18,25,108,10
-7,-18,25,109,10
-7,-18,25,110,10
-7,-18,25,111,10
-7,-18,25,112,10
-7,-18,25,113,10
-7,-18,25,114,10
-7,-18,25,115,10
-7,-18,25,116,10
-7,-18,25,117,10
-7,-18,25,118,10
-7,-18,25,119,10
-7,-18,25,120,10
-7,-18,25,121,10
-7,-18,25,122,10
-7,-18,25,123,10
-7,-18,25,124,10
-7,-18,25,125,10
-7,-18,25,126,10
-7,-18,25,127,10
-7,-18,25,128,10
-7,-18,25,129,10
-7,-18,25,130,10
-7,-18,25,131,10
-7,-18,25,132,10
-7,-18,25,133,10
-7,-18,25,134,10
-7,-18,25,135,10
-7,-18,25,136,10
-7,-18,25,137,10
-7,-18,25,138,10
-7,-18,25,139,10
-7,-18,25,140,10
-7,-18,25,141,10
-7,-18,25,142,10
-7,-18,25,143,10
-7,-18,25,144,10
-7,-18,25,145,10
-7,-18,25,146,10
-7,-18,25,147,10
-7,-18,25,148,10
-7,-18,25,149,10
-7,-18,25,150,10
-7,-18,25,151,10
